Channel,Red,Green,Blue
g,36,139,115
g,51,141,119
g,55,145,123
g,51,121,106
g,13,71,62
g,1,77,51
g,3,79,53
g,2,79,49
g,21,92,70
g,19,90,68
g,31,78,62
g,5,88,60
g,5,88,60
g,1,101,67
g,1,101,69
g,3,100,69
g,3,100,69
g,10,103,68
g,10,103,68
g,4,100,62
g,4,100,62
g,1,89,59
g,22,83,64
g,42,103,84
g,120,166,139
g,86,158,123
g,59,151,111
g,42,143,100
g,25,138,89
g,8,132,79
g,3,133,78
g,1,135,79
g,1,138,81
g,1,138,81
g,1,137,79
g,1,135,79
g,8,138,83
g,17,142,88
g,42,162,110
g,47,167,115
g,46,166,115
g,45,164,115
g,47,166,116
g,47,167,117
g,48,168,116
g,44,168,115
g,37,166,111
g,32,168,111
g,17,158,99
g,4,148,88
g,7,152,92
g,9,155,95
g,4,150,90
g,7,153,93
g,7,154,93
g,9,156,95
g,26,162,105
g,41,170,115
g,45,173,118
g,51,172,120
g,57,174,122
g,62,177,125
