Channel,Red,Green,Blue
b,6,209,251
b,7,207,247
b,3,203,243
b,8,188,240
b,30,154,215
b,36,160,221
b,16,152,221
b,27,163,232
b,3,173,249
b,3,173,249
b,2,182,247
b,5,185,250
b,6,195,253
b,3,206,250
b,9,202,254
b,12,173,238
b,12,173,238
b,57,150,211
b,38,142,210
b,5,163,247
b,9,167,251
b,1,174,251
b,2,175,252
b,1,183,250
b,2,199,254
b,21,158,229
b,29,166,237
b,11,141,221
b,18,148,228
b,4,164,252
b,1,174,253
b,3,186,250
b,4,170,238
b,1,167,235
b,56,155,218
b,44,123,175
b,3,144,236
b,8,149,241
b,2,158,253
b,2,171,254
b,2,184,251
b,1,201,253
b,3,186,250
b,26,151,226
b,35,160,235
b,27,126,189
b,34,133,196
b,3,147,244
b,4,148,245
b,1,169,254
b,9,159,237
b,1,151,229
b,78,158,205
b,10,134,207
b,19,143,216
b,4,148,247
b,3,147,246
b,6,167,248
b,55,155,214
b,7,135,225
b,10,138,228
b,4,146,252
b,2,153,254
b,30,145,214
b,38,113,166
b,8,138,240
b,4,134,236
b,8,149,230
b,28,169,250
b,35,115,176
b,2,131,229
b,4,133,231
b,10,155,243
b,11,156,244
b,39,120,187
b,2,131,227
b,1,140,245
b,1,147,252
b,1,150,254
b,4,147,244
b,22,112,183
b,24,114,185
b,2,141,246
b,2,141,246
b,4,146,252
b,4,146,252
b,3,146,252
b,1,150,254
b,8,141,238
b,3,136,233
b,63,144,198
b,10,112,179
b,17,119,186
b,3,135,238
b,6,140,247
b,2,136,243
b,1,140,247
b,3,145,251
b,5,147,253
b,4,147,253
b,3,146,252
b,1,147,252
b,3,132,230
b,5,133,225
b,60,143,200
b,5,112,175
b,11,118,181
b,2,131,229
b,2,131,229
b,1,131,235
b,5,137,242
b,4,136,241
b,2,141,246
b,1,137,233
b,8,130,222
b,2,124,216
b,48,133,194
b,2,110,168
b,8,116,174
b,1,129,223
b,1,130,228
b,1,130,228
b,1,133,236
b,8,140,243
b,3,138,242
b,2,137,241
b,3,123,218
b,5,125,220
b,34,121,188
b,5,106,162
b,10,111,167
b,1,124,213
b,2,127,220
b,2,130,224
b,2,131,229
b,4,133,231
b,3,113,202
b,2,122,217
b,5,125,220
b,34,120,190
b,2,97,148
b,12,107,158
b,1,125,207
b,2,127,220
b,2,127,218
b,3,122,201
b,4,114,203
b,7,127,222
b,2,122,217
b,33,119,189
b,2,93,141
b,11,102,150
b,2,114,175
b,3,120,195
b,1,121,202
b,2,125,212
b,5,121,201
b,10,120,209
b,2,124,218
b,2,124,218
b,31,115,181
b,4,86,135
b,18,100,149
b,1,109,169
b,2,123,201
b,2,122,203
b,3,123,204
b,7,123,201
b,3,121,205
b,10,128,212
b,6,129,216
b,2,125,212
b,32,112,173
b,11,87,133
b,2,121,200
b,8,127,204
b,9,133,215
b,4,128,210
b,3,125,208
b,9,158,227
b,17,166,235
b,10,173,240
b,13,176,243
b,10,181,245
b,9,180,244
b,8,179,243
b,4,175,239
b,10,178,243
b,11,85,127
b,1,113,176
b,1,120,197
b,7,128,204
b,4,125,201
b,11,136,213
b,7,134,217
b,23,155,225
b,12,168,241
b,12,168,241
b,4,174,245
b,9,179,250
b,6,186,251
b,7,187,252
b,4,187,247
b,7,190,250
b,2,189,248
b,1,188,247
b,4,189,248
b,2,187,246
b,16,82,120
b,2,96,154
b,1,118,193
b,6,130,203
b,3,130,209
b,9,136,215
b,11,140,225
b,11,140,225
b,2,131,216
b,2,121,198
b,11,131,205
b,5,157,239
b,12,164,246
b,3,173,249
b,7,177,253
b,5,184,252
b,6,185,253
b,1,188,251
b,2,189,252
b,3,195,252
b,1,190,250
b,2,92,145
b,4,94,147
b,6,120,192
b,2,128,196
b,2,130,206
b,1,131,213
b,5,135,217
b,5,135,217
b,5,115,188
b,6,121,179
b,7,147,233
b,14,154,240
b,3,163,249
b,7,167,253
b,5,178,253
b,3,176,251
b,2,186,252
b,4,193,253
b,4,193,253
b,1,198,253
b,4,174,250
b,4,174,250
b,7,87,132
b,8,88,133
b,5,124,187
b,2,126,197
b,2,126,197
b,1,126,203
b,11,102,166
b,16,145,214
b,7,157,252
b,6,156,251
b,3,168,252
b,1,187,253
b,1,193,254
b,2,199,254
b,5,164,239
b,11,78,109
b,14,81,112
b,5,116,175
b,2,116,177
b,2,116,177
b,1,120,183
b,5,124,187
b,1,120,183
b,27,96,140
b,3,121,169
b,2,141,220
b,17,156,235
b,1,161,249
b,1,189,254
b,3,172,250
b,4,173,251
b,18,72,94
b,2,81,124
b,5,84,127
b,2,93,155
b,5,96,158
b,2,98,160
b,4,99,150
b,7,102,153
b,5,133,191
b,5,150,236
b,7,152,238
b,14,164,242
b,6,76,113
b,7,77,114
b,3,87,135
b,2,92,147
b,2,92,147
b,1,93,150
b,2,96,152
b,1,95,151
b,11,85,125
b,18,113,151
b,8,140,208
b,7,155,245
b,12,160,250
b,1,163,254
b,2,163,246
b,11,69,99
b,6,80,120
b,4,86,135
b,4,86,135
b,1,87,141
b,2,88,144
b,3,106,150
b,12,115,159
b,11,143,220
b,5,155,250
b,2,158,253
b,2,171,251
b,16,150,217
b,11,72,112
b,12,83,129
b,11,82,128
b,4,84,131
b,1,84,139
b,4,74,111
b,5,114,165
b,4,139,222
b,13,148,231
b,1,153,249
b,1,160,254
b,1,171,251
b,10,158,232
b,1,47,83
b,1,56,103
b,7,62,109
b,1,65,113
b,5,69,117
b,4,80,126
b,3,79,125
b,1,80,127
b,4,83,135
b,4,82,134
b,2,80,132
b,28,98,133
b,6,143,232
b,2,154,250
b,1,169,254
b,6,161,237
b,8,57,103
b,11,71,116
b,8,68,113
b,6,73,118
b,2,69,114
b,2,70,117
b,7,75,124
b,3,69,121
b,3,68,113
b,25,98,134
b,3,123,179
b,5,147,236
b,3,152,254
b,2,159,243
b,1,41,83
b,7,57,96
b,9,59,98
b,6,61,98
b,3,58,95
b,5,58,105
b,36,117,152
b,22,103,138
b,11,135,194
b,3,143,233
b,2,142,232
b,1,147,252
b,3,149,254
b,1,157,254
b,1,153,247
b,6,132,191
b,19,111,145
b,15,107,141
b,6,131,197
b,2,142,232
b,3,143,233
b,2,145,249
b,2,152,249
b,9,136,199
b,5,105,145
b,10,110,150
b,1,126,201
b,4,136,237
b,5,137,238
b,1,147,254
b,3,149,252
b,16,139,205
b,46,107,129
b,6,113,162
b,5,127,210
b,4,134,236
b,2,132,234
b,3,143,245
b,1,141,243
b,2,145,249
b,4,134,240
b,1,140,247
b,1,143,247
b,6,148,252
b,15,133,201
b,31,99,127
b,9,117,173
b,3,129,234
b,2,136,243
b,1,140,245
b,2,145,251
b,3,146,252
b,2,151,253
b,1,150,252
b,2,142,242
b,1,123,219
b,3,137,244
b,8,146,249
b,4,142,245
b,9,125,187
b,31,100,133
b,4,115,170
b,7,118,173
b,1,129,233
b,6,134,238
b,2,136,243
b,4,146,250
b,3,149,252
b,2,148,251
b,2,148,253
b,7,138,234
b,4,108,206
b,3,131,237
b,3,138,240
b,2,118,180
b,31,104,138
b,5,118,172
b,8,121,175
b,1,128,227
b,1,131,233
b,6,141,243
b,5,144,249
b,5,144,249
b,4,146,250
b,3,145,249
b,3,124,214
b,2,99,195
b,4,130,237
b,1,135,244
b,4,134,238
b,2,115,185
b,33,104,134
b,5,117,169
b,7,119,171
b,1,123,217
b,2,130,224
b,2,131,227
b,1,136,236
b,2,137,237
b,2,140,243
b,1,140,245
b,2,140,243
b,3,113,198
b,7,130,238
b,5,135,239
b,5,113,187
b,36,101,126
b,2,114,166
b,7,119,171
b,2,128,216
b,9,139,232
b,6,136,229
b,1,133,234
b,4,136,237
b,1,136,240
b,1,133,234
b,5,99,193
b,7,133,240
b,7,136,234
b,4,113,182
b,40,104,125
b,6,118,168
b,4,127,216
b,3,131,225
b,2,130,224
b,3,132,228
b,6,135,231
b,16,115,212
b,7,134,247
b,3,130,227
b,1,109,169
b,37,101,122
b,3,110,159
b,8,115,164
b,1,121,204
b,3,122,210
b,1,120,208
b,1,128,225
b,3,132,228
b,4,133,229
b,11,122,230
b,1,131,248
b,9,111,160
b,9,111,160
b,2,120,206
b,1,121,206
b,3,128,221
b,4,133,229
b,1,130,226
b,5,123,207
b,2,90,132
b,9,108,151
b,8,107,150
b,1,119,201
b,2,120,204
b,7,129,221
b,7,136,234
b,3,132,230
b,4,132,236
b,3,131,235
b,2,130,234
b,13,141,245
b,2,139,247
b,3,140,248
b,3,134,246
b,19,94,131
b,4,97,133
b,12,105,141
b,1,115,191
b,5,123,216
b,2,128,231
b,4,133,244
b,11,140,251
b,10,141,251
b,7,144,254
b,1,123,208
b,37,99,134
b,19,101,132
b,2,108,160
b,2,120,206
b,5,130,225
b,7,137,243
b,7,138,248
b,3,137,248
b,1,135,242
b,2,97,148
b,20,83,109
b,4,106,150
b,4,116,193
b,1,123,208
b,1,129,223
b,3,131,225
b,3,131,233
b,2,132,236
b,8,91,135
b,8,91,135
b,3,94,137
b,7,98,141
b,7,121,193
b,7,129,210
b,7,132,223
b,5,130,221
b,2,130,222
b,21,91,126
b,5,88,130
b,9,92,134
b,4,117,187
b,4,121,196
b,1,118,193
b,31,92,116
b,17,181,229
b,16,190,239
b,17,191,240
b,15,190,239
b,12,187,236
b,5,179,228
b,13,159,211
b,8,154,206
b,18,88,125
b,1,105,173
b,6,90,113
b,7,91,114
b,13,193,245
b,19,199,251
b,12,203,251
b,10,201,249
b,7,204,250
b,10,207,253
b,16,203,254
b,7,194,245
b,11,170,224
b,1,160,214
b,26,139,193
b,1,92,133
b,1,97,157
b,5,78,94
b,12,196,251
b,8,192,247
b,7,206,253
b,4,207,251
b,6,209,253
b,2,200,250
b,2,200,250
b,8,198,251
b,5,195,248
b,15,180,239
b,4,169,228
b,23,139,199
b,12,87,122
b,4,94,140
b,4,94,140
b,5,185,248
b,9,203,252
b,8,202,251
b,3,212,254
b,3,209,254
b,7,194,253
b,7,192,251
b,9,194,253
b,9,170,233
b,1,81,121
b,1,86,131
b,11,182,248
b,1,188,247
b,4,207,253
b,4,187,251
b,13,163,225
b,9,72,109
b,1,81,121
b,5,85,125
b,4,73,117
b,10,70,97
b,1,184,248
b,2,194,253
b,4,188,254
b,10,190,253
b,3,183,246
b,15,141,200
b,6,69,108
b,5,74,116
b,8,77,119
b,1,75,115
b,8,174,251
b,5,187,254
b,1,220,254
b,4,188,254
b,15,171,231
b,12,67,104
b,7,68,106
b,5,66,104
b,4,67,104
b,4,67,104
b,2,65,102
b,3,169,250
b,7,173,254
b,5,184,241
b,50,146,190
b,10,58,91
b,1,49,82
b,5,157,241
b,2,165,250
b,3,181,254
b,1,220,254
b,9,197,253
b,27,155,211
b,22,150,206
b,1,152,241
b,3,201,253
b,18,171,230
b,15,168,227
b,3,168,254
b,1,201,253
b,3,201,253
b,10,182,243
b,1,173,234
b,59,151,194
b,1,148,248
b,9,189,252
b,34,154,208
b,2,140,239
b,3,146,252
b,12,157,225
b,13,158,226
b,3,145,253
b,4,146,254
b,1,147,254
b,3,161,238
b,4,139,241
b,1,140,249
b,3,173,253
b,42,137,188
b,5,137,228
b,2,136,243
b,2,145,251
b,27,137,199
b,2,139,247
b,3,140,248
b,3,142,251
b,5,144,253
b,1,147,254
b,1,150,254
b,19,143,216
b,3,134,242
b,1,138,246
b,2,139,247
b,3,146,254
b,11,145,224
b,3,123,179
b,2,129,208
b,2,141,250
b,10,145,230
b,3,123,177
b,2,132,223
b,1,131,237
b,2,132,238
b,2,135,249
b,4,137,251
b,3,141,253
b,4,141,230
b,3,120,175
b,1,132,230
b,3,134,246
b,4,135,247
b,3,136,252
b,3,136,252
b,1,139,253
b,1,139,253
b,2,119,174
b,3,135,240
b,3,137,248
b,1,135,246
b,1,138,248
b,2,140,252
b,2,140,252
b,1,139,251
b,3,141,253
b,1,142,253
b,1,142,253
b,1,147,254
b,1,117,168
b,1,131,224
b,1,132,240
b,1,132,240
b,2,136,247
b,1,135,246
b,2,139,249
b,2,140,254
b,2,140,254
b,6,116,164
b,1,126,203
b,1,125,209
b,2,131,227
b,4,134,238
b,5,135,241
b,1,131,237
b,10,113,157
b,3,131,225
b,2,130,224
b,1,129,245
b,1,137,252
b,2,138,253
b,12,107,145
b,4,129,224
b,2,127,222
b,2,128,235
b,1,129,235
b,1,134,250
b,1,134,250
b,14,103,138
b,1,123,219
b,1,121,226
b,2,122,227
b,1,129,235
b,1,129,235
b,1,120,199
b,1,126,236
b,1,128,241
b,1,115,164
b,1,119,214
b,1,121,218
b,1,121,218
b,1,120,222
b,2,121,223
b,1,121,228
b,2,109,156
b,3,110,157
b,3,118,205
b,1,117,211
b,1,117,211
b,2,119,219
b,3,120,220
b,1,120,220
b,3,120,177
b,2,102,142
b,7,107,147
b,1,113,197
b,3,118,205
b,2,119,210
b,2,114,166
b,16,98,126
b,26,90,111
b,1,118,193
b,1,122,187
b,6,100,131
b,1,112,182
b,1,113,186
b,4,87,115
b,8,91,119
b,2,92,147
b,3,94,142
b,2,105,165
b,1,104,164
b,10,80,104
b,1,81,126
b,6,86,131
b,6,94,138
b,5,93,137
b,1,96,145
b,2,97,146
b,2,105,163
b,28,75,90
b,2,86,123
b,1,85,122
b,4,83,130
b,2,100,150
b,3,103,157
b,17,81,113
b,14,78,110
b,1,89,133
b,2,95,145
b,1,89,129
b,23,71,102
b,6,86,126
b,5,73,109
b,9,77,113
b,7,87,132
b,6,86,131
b,4,89,134
b,4,85,123
b,15,64,92
b,4,78,118
b,2,76,116
b,1,81,126
b,5,85,130
b,1,86,131
b,2,87,132
b,5,68,107
b,2,85,129
b,3,86,130
b,3,88,131
b,2,87,130
b,2,90,132
b,6,97,140
b,11,76,119
b,9,74,117
b,4,84,124
b,5,85,125
b,5,88,130
b,5,88,130
b,4,89,130
b,7,92,133
b,1,92,133
b,3,94,135
b,2,88,126
b,14,77,118
b,13,76,117
b,2,80,116
b,7,87,130
b,1,86,127
b,3,88,129
b,8,93,134
b,12,76,95
b,11,68,103
b,8,78,117
b,13,83,122
b,9,81,122
b,10,82,123
b,10,83,121
b,5,78,116
b,5,73,99
b,7,75,101
